frequency,monetary,last_order_date,recency,review_score,cluster
2,504.5,2017-11-06 21:40:01,344,5.0,3
1,108.88,2018-05-11 09:52:07,159,5.0,0
1,52.0,2017-07-22 19:13:58,451,5.0,4
1,166.97,2017-11-26 23:14:40,324,1.0,2
1,92.75999999999999,2017-06-08 18:35:17,495,3.0,2
1,127.92,2018-01-25 01:48:46,265,5.0,0
2,333.15,2017-09-10 22:33:41,401,4.5,3
1,130.0,2017-09-21 14:54:50,391,1.0,2
1,0.0,2017-02-22 12:31:15,602,2.0,2
1,62.43,2017-11-28 12:05:07,323,5.0,0
1,58.09,2017-12-14 18:37:44,306,5.0,0
2,699.31,2018-01-06 12:01:41,284,5.0,3
2,166.32999999999998,2018-05-22 20:08:06,147,4.0,3
1,86.63000000000001,2017-08-02 21:24:37,440,5.0,4
1,223.41,2017-07-09 19:47:15,464,5.0,4
1,160.66,2018-05-07 16:41:46,163,4.0,0
1,87.7,2017-08-10 16:02:23,433,5.0,4
1,160.21,2017-11-19 19:33:09,331,1.0,2
1,418.24,2017-07-14 20:13:42,459,4.0,2
1,65.78,2018-01-02 13:15:21,288,2.0,2
1,123.18,2018-03-28 19:34:07,202,4.0,0
1,155.76,2018-06-30 20:39:53,108,5.0,0
1,111.76,2018-05-01 20:08:06,168,1.0,2
1,84.02,2018-01-02 19:26:43,287,5.0,0
1,83.67999999999999,2018-08-05 08:53:21,73,5.0,0
1,107.78,2017-09-27 22:26:33,384,5.0,0
1,32.0,2018-02-28 21:10:41,230,4.0,0
1,114.96,2017-09-23 10:23:58,389,2.0,2
1,128.26,2018-01-10 10:56:13,280,5.0,0
1,38.18,2018-05-27 14:04:27,143,4.0,0
1,33.34,2017-11-29 11:02:03,322,4.0,0
1,181.05,2018-06-20 19:22:00,118,5.0,0
1,109.91999999999999,2018-07-09 10:16:22,100,5.0,0
1,20.03,2018-02-11 23:27:18,247,4.0,0
1,30.85,2017-12-07 17:47:51,313,4.0,0
1,39.41,2018-08-15 12:09:22,63,5.0,0
1,180.91,2018-04-19 17:33:50,180,5.0,0
1,182.01999999999998,2018-06-06 19:05:45,132,1.0,2
1,151.49,2017-02-24 15:13:02,600,4.0,4
1,174.3,2018-02-15 23:30:37,243,5.0,0
1,63.1,2017-09-03 22:09:54,408,1.0,2
1,54.37,2018-06-13 19:37:12,125,5.0,0
1,69.33,2017-09-30 15:04:50,382,4.0,0
1,107.8,2017-10-16 19:01:58,365,4.0,0
1,155.79,2017-03-26 17:12:37,570,4.0,4
1,51.629999999999995,2017-09-21 11:06:58,391,5.0,0
1,596.27,2017-12-14 12:38:04,307,5.0,1
1,34.69,2018-02-22 18:54:37,236,1.0,2
1,160.79,2017-11-09 00:00:42,342,5.0,0
1,120.32,2017-03-28 21:19:42,567,1.0,2
1,46.75,2018-03-02 16:13:29,229,4.0,0
1,1638.35,2018-06-05 14:38:19,134,1.0,1
1,20.89,2018-08-23 09:51:32,55,1.0,2
2,84.65,2018-05-04 18:09:14,165,4.0,3
1,179.73,2018-08-20 23:52:39,57,3.0,0
1,116.24,2017-11-24 07:10:13,327,3.0,0
1,111.67,2017-06-24 21:57:55,479,5.0,4
1,161.25,2017-05-01 12:56:44,534,3.0,2
1,75.07,2017-08-23 08:26:50,420,5.0,4
1,50.69,2017-07-23 21:11:24,450,5.0,4
1,104.37,2018-02-15 09:39:58,244,3.0,0
1,89.17,2017-10-16 01:21:34,366,3.0,0
1,106.87,2018-02-01 09:11:36,258,4.0,0
1,124.84,2017-01-31 20:16:02,623,4.0,4
1,89.46000000000001,2018-05-15 08:42:18,155,5.0,0
1,72.58,2018-07-20 15:09:26,89,5.0,0
1,65.71000000000001,2017-08-15 19:35:20,427,5.0,4
1,68.35,2018-07-30 16:20:28,79,4.0,0
2,175.26999999999998,2017-10-17 10:10:05,365,5.0,3
1,65.6,2017-11-13 14:19:26,338,5.0,0
1,156.64,2018-07-24 12:22:38,85,5.0,0
1,190.51,2018-02-17 20:52:39,241,5.0,0
1,611.56,2016-10-07 08:28:42,740,5.0,1
1,268.4,2018-04-16 23:42:17,183,2.0,2
1,160.8,2017-03-12 11:15:29,584,4.0,4
1,34.2,2018-08-19 22:02:19,58,5.0,0
1,385.37,2017-10-20 21:51:50,361,5.0,0
1,148.22,2017-10-04 23:49:30,377,5.0,0
2,209.62,2017-09-19 09:22:36,393,4.0,3
1,685.88,2018-08-15 09:57:51,63,5.0,1
1,95.02,2017-07-28 15:56:14,446,4.0,0
1,220.28,2018-04-04 14:35:15,196,5.0,0
1,209.86,2017-12-13 16:22:12,308,4.0,0
1,112.71000000000001,2018-03-26 19:42:54,204,5.0,0
1,69.06,2018-06-24 23:13:35,114,5.0,0
1,109.08000000000001,2018-03-08 11:17:00,223,1.0,2
1,27.509999999999998,2017-03-09 15:40:06,587,5.0,4
1,55.86,2018-06-24 19:31:43,114,5.0,0
1,88.5,2018-08-13 11:51:12,65,3.0,0
1,119.45,2018-03-04 11:22:43,227,1.0,2
1,68.98,2018-08-15 07:41:09,63,5.0,0
1,317.0,2018-06-16 08:33:44,123,1.0,2
1,39.63,2017-12-06 22:07:04,314,5.0,0
1,337.56,2017-12-29 21:00:37,291,5.0,0
1,120.09,2018-02-14 20:22:15,244,5.0,0
1,162.65,2018-02-15 20:59:16,243,4.0,0
1,69.31,2018-04-17 09:30:22,183,5.0,0
1,513.22,2018-05-24 13:27:00,146,5.0,1
1,350.41,2018-08-10 14:31:15,68,5.0,0
1,220.54000000000002,2017-05-18 12:06:46,517,5.0,4
1,40.239999999999995,2018-07-10 12:18:25,99,5.0,0
1,55.980000000000004,2018-01-04 12:52:13,286,4.0,0
1,35.0,2017-09-25 12:27:38,387,3.0,2
1,67.82,2018-02-20 16:21:26,239,3.0,0
1,194.31,2018-05-06 14:28:03,164,5.0,0
1,228.79,2017-05-12 15:30:06,523,5.0,4
1,49.42,2017-01-16 14:24:22,639,4.0,4
1,70.72,2018-01-22 15:54:07,268,5.0,0
1,143.43,2018-02-18 13:54:27,241,5.0,0
1,27.23,2018-04-14 18:14:54,185,5.0,0
1,75.08,2017-12-07 13:02:57,314,5.0,0
1,44.58,2018-07-21 16:04:17,88,5.0,0
1,56.69,2017-09-06 14:39:40,406,4.0,0
1,67.77,2017-06-06 12:35:13,498,5.0,4
1,42.29,2018-03-15 08:16:56,216,5.0,0
1,148.15,2017-05-11 10:01:43,524,5.0,4
1,90.73,2018-08-10 13:36:16,68,1.0,2
1,223.01,2018-05-25 22:00:21,144,5.0,0
1,258.67,2018-08-15 22:18:25,62,5.0,0
1,50.129999999999995,2017-12-21 16:11:33,300,5.0,0
1,258.92,2017-12-04 22:26:52,316,4.0,0
1,88.94999999999999,2018-04-24 23:09:11,175,5.0,0
1,70.97,2018-07-01 09:21:57,108,1.0,2
1,22.78,2018-08-22 22:55:19,55,4.0,0
1,93.3,2018-02-03 20:26:01,255,5.0,0
1,212.95,2017-11-24 12:45:07,327,4.0,0
1,106.87,2017-09-15 15:01:27,397,2.0,2
1,34.089999999999996,2017-11-29 18:04:39,321,3.0,0
1,197.43,2018-04-10 17:11:59,190,1.0,2
1,165.8,2018-02-27 20:03:29,231,1.0,2
1,62.78,2018-04-03 17:41:59,196,5.0,0
1,210.0,2017-08-31 09:24:23,412,5.0,4
1,69.61,2018-01-19 08:02:55,271,1.0,2
1,163.15,2017-07-24 19:48:40,449,5.0,4
1,44.019999999999996,2017-04-28 00:43:40,537,4.0,4
1,56.6,2017-11-24 18:13:02,326,5.0,0
1,88.71,2018-07-04 16:23:59,105,5.0,0
1,290.84,2018-08-22 17:14:07,56,5.0,0
1,51.519999999999996,2018-04-12 01:13:48,188,5.0,0
1,78.84,2017-04-29 18:33:00,535,5.0,4
1,28.0,2017-10-16 14:12:01,366,5.0,0
1,20.689999999999998,2018-03-17 14:27:53,214,5.0,0
1,715.9,2017-07-17 14:07:15,457,4.0,1
1,125.48,2018-05-01 12:45:11,169,3.0,0
1,76.94,2018-05-17 09:41:01,153,5.0,0
1,99.91999999999999,2018-05-12 09:09:31,158,5.0,0
1,28.2,2018-08-22 10:56:54,56,5.0,0
2,73.28,2018-04-14 11:04:35,186,3.0,3
1,876.24,2018-06-18 20:19:21,120,5.0,1
1,88.98,2017-02-23 14:07:48,601,3.0,2
1,148.15,2017-12-04 14:59:26,317,2.0,2
1,78.76,2017-03-08 15:55:56,588,4.0,4
1,30.09,2017-12-15 14:08:08,306,5.0,0
1,3126.5,2017-10-10 14:30:25,372,5.0,1
1,159.53,2018-06-12 15:01:11,127,4.0,0
1,109.5,2017-06-02 12:20:29,502,5.0,4
1,2606.01,2017-04-06 21:07:35,558,4.0,1
1,175.09,2018-06-01 19:16:12,137,5.0,0
1,51.4,2018-06-27 22:41:03,111,5.0,0
1,72.14,2017-10-25 01:33:37,357,5.0,0
1,112.43,2017-11-28 16:44:09,323,5.0,0
1,40.17,2018-08-12 17:49:23,65,4.0,0
1,181.55,2017-10-14 13:49:46,368,5.0,0
1,119.45,2018-02-07 23:55:11,251,4.0,0
1,86.96000000000001,2017-08-05 19:34:53,437,5.0,4
1,123.00999999999999,2017-11-05 19:18:07,345,5.0,0
1,197.02,2017-11-27 22:25:36,323,5.0,0
1,36.69,2018-06-05 16:34:56,134,5.0,0
1,214.04000000000002,2017-12-18 20:14:01,302,5.0,0
1,66.05,2018-06-10 21:13:25,128,5.0,0
1,448.90999999999997,2018-06-19 21:38:16,119,5.0,1
2,44.72,2018-06-04 16:44:48,135,3.0,3
1,162.24,2017-08-16 23:08:59,426,4.0,0
1,1996.32,2017-12-18 12:10:47,303,1.0,1
1,112.94,2017-07-24 15:04:27,450,3.0,2
1,71.35,2018-06-07 14:44:03,132,5.0,0
1,49.510000000000005,2017-03-24 14:01:51,572,5.0,4
1,227.47,2018-04-19 20:47:57,180,5.0,0
1,31.75,2017-09-03 20:39:02,408,5.0,0
1,58.05,2017-01-23 20:45:59,631,5.0,4
1,143.45000000000002,2017-11-25 13:12:09,326,5.0,0
1,195.10000000000002,2017-11-25 23:59:30,325,5.0,0
1,210.68,2018-03-30 17:27:38,201,2.0,2
1,170.48,2018-07-26 08:54:56,83,3.0,0
1,361.2,2018-08-22 11:39:32,56,5.0,0
1,300.73,2018-06-09 15:38:46,130,4.0,0
1,57.1,2017-02-10 00:17:54,614,5.0,4
1,106.44,2017-12-19 23:30:24,301,1.0,2
1,303.10999999999996,2017-04-06 22:22:00,558,5.0,4
1,216.60000000000002,2017-01-17 16:59:30,638,4.0,4
1,118.32,2018-08-18 18:48:25,59,1.0,2
1,126.74,2018-05-21 18:04:00,148,3.0,0
1,54.79,2017-06-30 13:00:42,474,1.0,2
1,83.5,2017-11-21 13:59:25,330,4.0,0
1,190.91000000000003,2018-05-15 16:46:45,155,5.0,0
1,101.71000000000001,2017-04-01 18:33:06,563,4.0,4
1,400.65999999999997,2018-07-04 15:29:33,105,3.0,0
1,112.81,2017-10-24 14:52:16,358,5.0,0
1,312.4,2018-02-06 13:17:18,253,3.0,0
1,222.82,2018-05-24 11:53:29,146,4.0,0
1,54.16,2018-07-14 22:33:28,94,3.0,0
1,87.16,2018-04-13 06:41:04,187,5.0,0
1,33.75,2017-12-04 18:32:03,316,1.0,2
1,118.38,2017-09-30 18:33:56,381,5.0,0
1,47.38,2018-05-17 16:36:30,153,4.0,0
1,41.78,2017-12-29 02:14:21,292,5.0,0
1,912.79,2017-05-11 14:52:11,524,5.0,1
1,54.17,2017-10-03 21:46:26,378,4.0,0
1,65.45,2018-08-03 18:43:40,74,5.0,0
2,150.14,2017-12-04 09:56:29,317,2.0,3
1,228.58,2018-04-27 17:01:12,173,5.0,0
1,231.17000000000002,2018-07-21 13:15:46,88,5.0,0
1,40.86,2017-06-25 13:54:11,479,5.0,4
1,149.09,2017-04-10 10:46:18,555,5.0,4
1,56.34,2018-07-21 12:52:54,88,5.0,0
1,41.839999999999996,2017-12-25 12:40:57,296,5.0,0
1,100.58000000000001,2018-05-09 11:56:23,161,3.0,0
1,98.44,2017-02-05 02:16:12,619,5.0,4
1,103.12,2018-06-24 17:56:42,114,5.0,0
1,197.21999999999997,2018-02-28 10:21:56,231,1.0,2
1,117.57,2018-03-18 08:43:28,213,4.0,0
1,45.0,2018-02-04 20:43:44,254,5.0,0
1,220.03,2018-05-11 08:27:06,159,4.0,0
1,37.93,2017-02-14 10:55:36,610,1.0,2
1,33.519999999999996,2016-10-10 17:49:21,736,3.0,4
1,124.76,2018-03-18 15:06:38,213,5.0,0
1,105.63,2018-03-27 09:49:57,204,3.0,0
1,102.46,2017-07-26 16:04:07,448,5.0,4
1,115.33000000000001,2017-02-24 13:11:57,600,3.0,2
1,74.49,2017-04-27 22:01:14,537,1.0,2
1,111.89,2018-01-06 17:04:10,284,5.0,0
1,506.7,2017-09-16 14:01:00,396,5.0,1
1,68.13,2017-09-26 13:37:36,386,5.0,0
1,73.34,2017-09-30 19:45:40,381,5.0,0
1,93.0,2018-05-15 10:57:36,155,4.0,0
1,58.16,2018-03-23 22:45:52,207,5.0,0
1,153.13,2018-01-22 17:31:43,267,1.0,2
1,102.97,2018-02-09 18:03:13,249,4.0,0
1,53.1,2017-08-05 18:36:12,437,4.0,0
1,234.49,2017-08-24 02:38:05,419,1.0,2
1,341.08000000000004,2017-11-18 12:08:37,333,5.0,0
1,138.68,2018-05-14 14:53:51,156,5.0,0
1,36.769999999999996,2017-10-22 17:26:41,360,5.0,0
2,233.34,2018-05-03 12:27:37,167,5.0,3
1,59.459999999999994,2018-05-14 09:17:04,156,4.0,0
1,26.99,2017-07-12 23:57:42,461,2.0,2
1,74.5,2017-12-13 13:32:27,308,4.0,0
1,42.36,2018-06-18 23:25:55,120,5.0,0
1,74.05,2017-06-27 11:28:59,477,5.0,4
1,166.54,2017-11-29 23:45:13,321,1.0,2
1,175.04000000000002,2018-05-14 08:18:21,156,4.0,0
1,58.129999999999995,2018-04-27 21:25:00,172,4.0,0
1,74.16,2017-07-18 16:55:05,456,1.0,2
1,71.78999999999999,2017-10-31 15:17:43,351,3.0,0
1,22.29,2018-08-13 07:14:52,65,5.0,0
1,314.40999999999997,2017-03-28 11:26:02,568,3.0,2
1,246.04,2018-02-03 18:35:57,255,5.0,0
1,91.75999999999999,2018-03-04 11:30:27,227,5.0,0
1,52.57,2018-08-17 01:06:00,61,5.0,0
1,62.17,2017-07-11 09:31:56,463,5.0,4
1,40.089999999999996,2017-09-11 14:00:09,401,5.0,0
1,168.92000000000002,2018-08-18 15:28:51,60,5.0,0
1,221.31,2018-04-10 19:46:58,189,5.0,0
1,190.33,2017-12-02 21:24:09,318,1.0,2
2,169.65,2018-03-21 09:40:36,210,5.0,3
1,57.39,2018-08-17 18:21:02,60,3.0,0
1,223.84,2017-09-21 21:02:09,390,5.0,4
1,328.41999999999996,2017-04-11 21:58:16,553,5.0,4
1,160.21,2017-05-30 08:51:58,505,5.0,4
1,97.78,2018-08-10 09:08:46,68,4.0,0
1,34.29,2017-11-15 14:05:35,336,3.0,0
1,38.95,2018-04-29 10:53:11,171,4.0,0
1,99.9,2018-05-09 15:49:46,161,4.0,0
1,109.67999999999999,2017-02-04 19:47:02,619,5.0,4
1,57.800000000000004,2017-06-05 21:45:25,498,5.0,4
1,54.08,2017-11-10 13:46:55,341,4.0,0
1,265.92,2017-03-19 22:53:47,576,5.0,4
1,105.28,2017-06-24 16:35:50,480,1.0,2
1,222.14000000000001,2018-01-28 18:40:36,261,5.0,0
1,57.0,2017-07-20 19:15:31,453,5.0,4
1,299.76000000000005,2018-05-16 19:57:42,153,5.0,0
1,66.78,2017-11-15 10:43:50,336,1.0,2
1,150.6,2018-04-26 13:51:23,174,4.0,0
1,475.84000000000003,2017-10-10 20:04:58,371,5.0,1
1,57.5,2017-07-08 19:58:18,465,4.0,0
1,164.79000000000002,2018-03-30 21:23:47,200,2.0,2
1,199.07,2018-08-22 13:05:05,56,5.0,0
1,95.42999999999999,2018-04-11 17:15:45,189,5.0,0
1,63.59,2018-01-21 21:10:44,268,5.0,0
1,88.89,2018-03-22 12:42:36,209,5.0,0
1,81.95,2018-08-21 12:21:04,57,1.0,2
1,109.49,2017-02-22 14:08:00,602,5.0,4
1,55.62,2018-01-25 10:08:54,265,5.0,0
1,112.53,2017-06-19 10:06:35,485,5.0,4
1,145.69,2018-04-21 14:21:53,179,1.0,2
1,156.24,2018-01-29 14:31:08,261,5.0,0
1,2564.65,2018-05-19 14:00:29,151,5.0,1
1,106.9,2018-04-22 23:54:37,177,5.0,0
1,98.38,2018-04-25 16:28:05,175,5.0,0
1,147.97,2018-02-11 11:23:29,248,5.0,0
1,208.2,2018-06-02 00:35:51,137,1.0,2
1,45.0,2017-11-29 13:52:27,322,3.0,0
1,34.0,2018-02-14 17:07:41,245,5.0,0
2,250.07999999999998,2018-07-11 00:47:20,98,5.0,3
1,172.01,2018-01-22 08:45:18,268,2.0,2
1,103.24000000000001,2018-08-19 20:54:41,58,5.0,0
1,137.07999999999998,2017-12-11 23:00:15,309,1.0,2
1,157.07,2018-06-26 22:38:13,112,2.0,2
1,312.60999999999996,2017-11-24 23:15:52,326,1.0,2
1,117.96,2018-05-18 19:17:14,151,4.0,0
1,175.65,2018-02-22 22:58:02,236,5.0,0
1,43.62,2017-05-23 19:02:00,511,4.0,4
1,32.379999999999995,2017-11-13 18:10:59,337,5.0,0
1,53.53,2018-07-23 14:27:37,86,5.0,0
1,1318.0600000000002,2018-08-20 19:09:20,57,5.0,1
1,180.51,2017-08-23 16:17:41,420,5.0,4
1,44.34,2017-09-19 17:41:41,392,5.0,0
1,92.57,2017-12-13 12:18:06,308,3.0,0
1,37.69,2018-04-18 10:52:22,182,3.0,0
1,114.53,2018-03-27 19:22:57,203,4.0,0
1,60.49,2017-03-12 18:57:31,583,5.0,4
1,522.74,2018-05-28 11:40:49,142,5.0,1
2,553.8,2018-08-07 20:49:21,70,4.0,3
1,120.09,2017-06-19 17:32:59,484,3.0,2
1,105.68,2018-04-09 09:59:54,191,5.0,0
1,279.2,2017-04-18 11:43:48,547,5.0,4
1,411.21,2017-11-20 13:05:07,331,1.0,2
1,140.68,2018-03-21 13:01:05,210,4.0,0
1,368.78999999999996,2017-07-22 13:08:11,452,5.0,4
1,305.51,2018-02-27 07:37:02,232,5.0,0
1,31.12,2018-08-14 20:56:45,63,5.0,0
1,47.68,2017-06-04 20:07:02,499,5.0,4
1,37.89,2018-06-17 18:20:59,121,5.0,0
1,50.69,2017-07-28 13:55:46,446,5.0,4
1,46.9,2017-05-20 11:37:34,515,4.0,4
1,90.88000000000001,2017-12-01 19:50:54,319,5.0,0
1,71.72,2017-06-11 20:29:56,492,1.0,2
1,58.839999999999996,2017-08-01 15:17:33,442,1.0,2
1,57.68,2018-02-20 17:13:20,239,4.0,0
1,212.85,2018-08-18 12:25:09,60,5.0,0
1,105.38000000000001,2018-06-02 15:50:34,137,5.0,0
1,33.51,2017-02-19 13:29:04,605,5.0,4
1,168.61,2017-09-05 08:03:15,407,4.0,0
1,32.769999999999996,2018-01-02 20:24:12,287,5.0,0
1,43.959999999999994,2018-05-11 10:00:20,159,5.0,0
1,94.28999999999999,2017-09-01 18:32:18,410,4.0,0
1,251.94,2018-05-11 14:47:16,159,5.0,0
2,484.29999999999995,2017-04-29 21:36:17,535,2.0,3
2,407.56,2017-12-06 22:24:22,314,5.0,3
1,73.07,2017-05-08 12:01:54,527,5.0,4
1,90.0,2017-05-17 23:17:29,517,5.0,4
1,114.74,2017-12-06 09:34:22,315,5.0,0
1,28.259999999999998,2017-09-06 12:45:46,406,3.0,2
1,90.88000000000001,2018-01-08 12:57:12,282,4.0,0
1,122.97,2017-08-17 18:21:17,425,5.0,0
1,229.74,2018-08-07 16:33:58,71,1.0,2
1,71.75,2018-04-20 13:18:46,180,5.0,0
1,92.87,2017-11-04 17:46:25,346,5.0,0
1,93.91,2018-03-16 13:15:12,215,1.0,2
1,105.87,2018-06-24 13:38:45,115,5.0,0
1,86.9,2018-04-20 19:44:27,179,3.0,0
1,25.7,2018-01-04 22:43:33,285,5.0,0
1,42.22,2018-04-10 16:46:48,190,3.0,0
1,49.589999999999996,2017-11-05 21:59:14,345,5.0,0
1,50.22,2018-03-20 18:30:37,210,5.0,0
1,155.98,2018-04-08 21:32:43,191,3.0,0
1,129.54,2018-03-17 10:46:13,214,1.0,2
1,27.22,2018-08-16 22:57:11,61,5.0,0
1,187.06,2018-04-08 16:22:04,192,4.0,0
1,68.43,2018-06-14 00:13:09,125,5.0,0
1,38.22,2017-04-19 12:38:31,546,1.0,2
1,56.03,2018-05-17 16:56:01,153,5.0,0
1,85.22999999999999,2017-12-16 09:58:50,305,5.0,0
1,76.56,2018-05-08 11:47:11,162,5.0,0
1,40.58,2018-07-29 11:51:43,80,5.0,0
1,168.75,2018-07-24 10:41:56,85,5.0,0
1,89.08000000000001,2018-05-12 12:40:16,158,3.0,0
1,104.10000000000001,2017-11-17 00:23:41,334,4.0,0
1,265.4,2018-04-11 22:08:44,188,4.0,0
1,162.06,2018-01-22 11:56:36,268,4.0,0
1,115.53999999999999,2018-08-04 12:12:10,74,5.0,0
1,92.57,2017-11-03 12:53:40,348,5.0,0
1,154.81,2018-05-10 21:09:03,159,5.0,0
1,72.64,2018-08-07 13:40:51,71,5.0,0
1,122.41,2018-08-16 08:17:15,62,5.0,0
1,31.93,2017-03-28 15:42:13,568,5.0,4
1,54.62,2017-08-19 11:13:08,424,5.0,4
1,214.73000000000002,2018-08-08 14:58:33,70,5.0,0
1,106.19,2017-10-25 12:46:59,357,3.0,0
1,335.47,2017-12-11 09:27:40,310,4.0,0
1,284.71,2017-04-12 21:33:04,552,4.0,4
1,620.8199999999999,2017-08-12 16:59:16,431,5.0,1
1,95.32000000000001,2018-05-22 15:14:41,148,5.0,0
1,121.96,2017-05-15 09:38:12,520,5.0,4
1,318.87,2017-11-19 02:23:45,332,5.0,0
1,153.32,2017-12-03 08:29:56,318,3.0,0
1,122.98,2017-06-01 11:59:38,503,4.0,4
1,178.49,2018-01-16 22:31:01,273,5.0,0
1,113.34,2017-10-15 10:56:27,367,3.0,0
1,101.10000000000001,2018-07-16 19:42:34,92,3.0,0
1,58.269999999999996,2017-05-14 11:01:33,521,4.0,4
1,116.36000000000001,2017-11-19 18:09:45,331,5.0,0
1,46.0,2018-01-13 22:36:03,276,5.0,0
1,116.67,2018-06-02 11:33:43,137,5.0,0
1,144.99,2018-06-25 23:18:46,113,5.0,0
2,305.76,2018-01-31 23:38:14,258,5.0,3
1,50.85,2018-02-08 10:08:50,251,1.0,2
1,247.99,2018-07-30 22:26:01,78,5.0,0
1,88.87,2018-05-14 11:29:01,156,4.0,0
2,1395.76,2017-10-28 20:52:15,353,3.5,3
1,113.26,2018-06-18 15:05:58,121,5.0,0
1,35.0,2017-11-26 19:13:20,324,3.0,0
1,101.07,2017-11-14 12:43:37,337,5.0,0
1,51.53,2018-02-03 23:17:59,255,5.0,0
1,182.91,2018-01-15 13:54:01,275,5.0,0
1,72.66,2017-11-15 13:42:58,336,4.0,0
1,130.24,2018-06-18 15:51:10,121,5.0,0
1,76.74,2018-07-22 14:04:41,87,5.0,0
1,139.17000000000002,2018-04-11 15:49:16,189,1.0,2
1,97.87,2017-11-09 21:08:01,341,5.0,0
1,27.75,2017-11-29 20:43:48,321,1.0,2
1,36.35,2017-12-20 16:06:05,301,5.0,0
1,163.79,2018-01-31 13:36:25,259,5.0,0
1,81.89,2017-05-25 07:14:09,510,3.0,2
1,318.14,2018-06-13 11:43:43,126,5.0,0
1,31.78,2017-08-25 23:02:45,417,3.0,2
1,105.36999999999999,2017-09-04 14:44:43,408,5.0,0
1,140.76,2018-07-27 15:27:42,82,3.0,0
1,517.7,2018-06-22 18:47:50,116,5.0,1
1,73.61,2018-08-21 19:49:42,56,5.0,0
1,126.19,2018-06-18 15:57:14,121,5.0,0
1,312.34000000000003,2018-08-09 08:16:06,69,5.0,0
1,125.88000000000001,2017-11-15 12:07:16,336,5.0,0
1,60.85,2018-01-08 12:15:21,282,5.0,0
1,107.68,2018-05-12 13:15:50,158,4.0,0
1,54.08,2017-08-27 11:04:24,416,5.0,0
1,124.51,2018-03-01 17:43:18,229,4.0,0
1,99.23,2017-11-07 20:03:20,343,5.0,0
1,33.11,2017-06-20 15:02:30,484,5.0,4
1,192.67000000000002,2018-02-26 11:08:05,233,1.0,2
1,91.19,2018-03-25 22:33:39,205,5.0,0
1,157.32,2017-09-21 20:33:31,390,5.0,0
1,90.73,2018-08-14 10:20:28,64,5.0,0
1,101.73,2017-11-24 09:03:47,327,5.0,0
1,116.94,2018-01-14 17:28:18,276,4.0,0
1,202.76,2018-05-08 14:16:20,162,5.0,0
1,183.26,2018-07-06 12:31:52,103,1.0,2
1,278.64,2018-06-06 10:11:20,133,5.0,0
1,59.18,2018-08-17 00:07:40,61,1.0,2
1,753.9399999999999,2017-11-24 16:56:46,327,5.0,1
1,51.19,2018-05-16 13:47:44,154,5.0,0
1,54.28,2018-01-24 04:17:11,266,4.0,0
1,102.49,2018-06-28 00:18:45,111,5.0,0
2,81.68,2018-05-07 22:14:31,162,4.0,3
1,85.22999999999999,2018-01-01 21:11:00,288,1.0,2
1,70.3,2017-03-16 21:56:12,579,5.0,4
1,58.029999999999994,2018-03-14 10:17:09,217,5.0,0
1,78.86,2017-10-15 14:58:12,367,1.0,2
1,36.28,2017-09-01 10:50:42,411,3.0,2
1,38.01,2018-01-09 18:39:03,280,5.0,0
1,113.04,2018-04-03 09:47:49,197,4.0,0
1,45.0,2017-07-28 14:22:59,446,5.0,4
1,384.80999999999995,2017-06-08 18:13:24,495,5.0,4
1,442.26,2018-01-16 12:13:23,274,5.0,0
1,102.64,2018-01-14 17:07:32,276,4.0,0
1,72.78999999999999,2017-11-07 17:47:14,343,3.0,0
1,155.72,2017-12-07 16:47:57,314,1.0,2
1,76.3,2017-04-24 22:19:46,540,5.0,4
1,68.87,2018-04-07 23:57:34,192,5.0,0
1,270.55,2018-06-02 01:56:40,137,1.0,2
1,58.620000000000005,2017-11-08 19:49:12,342,1.0,2
1,1032.36,2017-08-31 12:29:34,412,5.0,1
1,247.31,2017-03-20 09:28:05,576,5.0,4
1,167.92,2018-04-20 19:51:52,179,5.0,0
1,240.31,2018-08-10 12:12:07,68,5.0,0
1,29.23,2018-05-16 10:10:32,154,5.0,0
1,90.17,2018-02-10 09:07:01,249,5.0,0
1,81.36,2018-02-13 19:29:31,245,5.0,0
1,124.85,2018-03-17 16:20:34,214,5.0,0
1,78.18,2018-07-23 00:37:29,86,5.0,0
1,43.269999999999996,2018-08-19 23:51:06,58,4.0,0
1,42.69,2018-03-22 16:43:27,209,4.0,0
1,272.58,2017-12-07 11:56:06,314,5.0,0
1,52.519999999999996,2017-03-18 11:12:46,578,5.0,4
1,86.06,2018-08-03 15:43:19,75,5.0,0
1,208.81,2018-05-07 21:44:50,162,5.0,0
1,369.78,2017-01-25 01:29:42,630,5.0,4
1,484.02,2017-05-18 07:58:46,517,5.0,1
1,61.620000000000005,2017-10-07 13:04:01,375,5.0,0
1,186.01,2018-04-07 12:16:55,193,1.0,2
1,96.3,2017-05-23 13:51:12,512,5.0,4
1,118.35,2018-08-20 15:46:41,58,4.0,0
2,291.46000000000004,2018-08-04 15:45:19,74,4.0,3
1,59.84,2018-04-29 10:10:04,171,2.0,2
2,718.49,2018-01-24 19:08:37,265,3.0,3
1,136.96,2018-07-28 13:47:35,81,5.0,0
1,69.24,2017-09-10 22:42:54,401,5.0,0
1,105.28,2017-07-12 16:52:42,462,5.0,4
1,62.06,2018-05-09 13:01:24,161,5.0,0
2,157.35,2017-12-18 11:28:52,303,5.0,3
1,73.09,2017-07-24 09:54:54,450,5.0,4
1,100.67,2018-08-10 17:26:05,68,5.0,0
